고객ID,feature
201678536,"[0.0, 0.37684623488331237, 0.0, 0.057683030940002475, 0.20096943266161812, 0.0, 0.24282954045709648, 0.12167176105797058]"
201678722,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201678758,"[0.0, 0.6061783551391386, 0.0, 0.31405094033658276, 0.0, 0.0, 0.0, 0.07977070452427865]"
201679336,"[0.0, 0.0, 0.0, 0.14186356607229553, 0.0, 0.7753248504827691, 0.0, 0.0828115834449354]"
201680328,"[0.0, 0.0, 0.0, 0.07470216889805745, 0.7828613711042688, 0.0, 0.0, 0.1424364599976738]"
201680651,"[0.0, 0.0, 0.0, 0.6520690675354333, 0.0, 0.0, 0.0, 0.34793093246456674]"
201681840,"[0.0, 0.0, 0.0, 0.03888420157327761, 0.0, 0.0, 0.9611157984267225, 0.0]"
201682157,"[0.053403183214229176, 0.27593604793035037, 0.0, 0.11000738931277088, 0.0, 0.0, 0.1100328152432838, 0.45062056429936587]"
201685674,"[0.0, 0.0, 0.0, 0.14682538078654328, 0.8531746192134567, 0.0, 0.0, 0.0]"
201689973,"[0.0, 0.0, 0.0, 0.32379733368668107, 0.0, 0.0, 0.0, 0.6762026663133189]"
201690387,"[0.45194924508414575, 0.32550206987156866, 0.0, 0.09294270623539719, 0.0, 0.0, 0.0, 0.1296059788088885]"
201694495,"[0.0, 0.23236475162254722, 0.2877617789901339, 0.07655710306550716, 0.14450343357147893, 0.17195566735216403, 0.052514309967881416, 0.03434295543028726]"
201697153,"[0.0, 0.05969922926637401, 0.0, 0.09476751535410781, 0.04602412162021914, 0.550070792495985, 0.119624964574684, 0.12981337668863008]"
201699815,"[0.5274621168277, 0.44513540249830663, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027402480673993455]"
201699876,"[0.0, 0.0, 0.0, 0.08625449987589275, 0.0, 0.9137455001241073, 0.0, 0.0]"
201700068,"[0.07695967866783328, 0.07828574381130377, 0.42318096576442416, 0.14172701241537097, 0.0, 0.0, 0.0, 0.27984659934106776]"
201701415,"[0.0, 0.0, 0.0, 0.19446174667634394, 0.0, 0.0, 0.2092932824852132, 0.5962449708384429]"
201704011,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201704519,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201706092,"[0.0, 0.14657950223931496, 0.31492568316502345, 0.10910419858583878, 0.0, 0.276764404335129, 0.15262621167469373, 0.0]"
201707695,"[0.0, 0.0, 0.0, 0.09378283623247775, 0.0, 0.0, 0.9062171637675221, 0.0]"
201708198,"[0.34362645380812434, 0.0, 0.0, 0.31151655700533243, 0.0, 0.0, 0.0, 0.3448569891865433]"
201711230,"[0.0, 0.0, 0.0, 0.2649286984985968, 0.0, 0.0, 0.26376756880061963, 0.4713037327007836]"
201713108,"[0.0, 0.0, 0.0, 0.39984593218633624, 0.0, 0.0, 0.46728986833689784, 0.13286419947676595]"
201715639,"[0.27488569657280726, 0.5149819722862097, 0.0, 0.04529464231872553, 0.07886072111445382, 0.0, 0.0, 0.08597696770780378]"
201715857,"[0.0, 0.13931687726673167, 0.0, 0.06593916730192148, 0.21437267543933017, 0.34278319157924314, 0.04171324730082285, 0.19587484111195066]"
201716887,"[0.0, 0.0, 0.0, 0.32533584050753983, 0.0, 0.0, 0.6746641594924602, 0.0]"
201718134,"[0.0, 0.0, 0.0, 0.059435320859431366, 0.0, 0.0, 0.9038709565845251, 0.03669372255604358]"
201721136,"[0.0, 0.0, 0.0, 0.10353515617326163, 0.5997076273938332, 0.0, 0.12962926354131643, 0.1671279528915886]"
201722089,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201723982,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201725120,"[0.0, 0.0, 0.0, 0.6471864144079175, 0.0, 0.0, 0.0, 0.35281358559208253]"
201726146,"[0.0, 0.0, 0.9279877462639553, 0.07201225373604478, 0.0, 0.0, 0.0, 0.0]"
201726319,"[0.19819610779928248, 0.0, 0.0, 0.24614440088975964, 0.0, 0.0, 0.3186587538445685, 0.23700073746638942]"
201728514,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201730380,"[0.17391764421432485, 0.3871402189262763, 0.0, 0.20701225997453465, 0.0, 0.0, 0.1360505282530214, 0.09587934863184276]"
201730724,"[0.0, 0.0, 0.0, 0.3237875762784053, 0.16102649767610935, 0.29102432109303256, 0.03873569710001773, 0.18542590785243498]"
201730987,"[0.0, 0.0, 0.0, 0.18994967573352256, 0.5473908123879178, 0.0, 0.1387563120961782, 0.12390319978238151]"
201732895,"[0.09839096795943467, 0.0, 0.0, 0.13841587372794592, 0.0, 0.43842611117066865, 0.055500820515338264, 0.26926622662661254]"
201732964,"[0.0, 0.1750208111901725, 0.0, 0.04151715421898584, 0.13492936507344563, 0.0, 0.2729904617241389, 0.37554220779325714]"
201733872,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
201736122,"[0.310312067833759, 0.0, 0.0, 0.052577298744210424, 0.3467616930467451, 0.19313874603128509, 0.0, 0.09721019434400045]"
201737678,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
201739035,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201739244,"[0.0, 0.0, 0.0, 0.34973647834753, 0.0, 0.0, 0.0, 0.6502635216524699]"
201742489,"[0.0, 0.0, 0.0, 0.3861162373587903, 0.0, 0.0, 0.6138837626412098, 0.0]"
201745157,"[0.0, 0.0, 0.0, 0.0, 0.4309100844667399, 0.0, 0.0, 0.5690899155332599]"
201745452,"[0.0, 0.0, 0.0, 0.337459379819159, 0.0, 0.0, 0.6625406201808409, 0.0]"
201750865,"[0.0, 0.0, 0.4590957674461278, 0.1315414138406508, 0.20720109170679332, 0.0, 0.20216172700642807, 0.0]"
201750899,"[0.684925431604791, 0.13934542814267425, 0.0, 0.15322759016655543, 0.0, 0.0, 0.0, 0.02250155008597928]"
201752191,"[0.2119121097015416, 0.2437905929203345, 0.1672186170446559, 0.05923666181029596, 0.03392992492708294, 0.0, 0.027571252068223005, 0.25634084152786624]"
201753441,"[0.0, 0.9555563944531554, 0.0, 0.032237687701644424, 0.0, 0.0, 0.0, 0.012205917845200255]"
201753483,"[0.0, 0.899056226927516, 0.0, 0.021392777118488256, 0.0, 0.0, 0.0, 0.0795509959539958]"
201754455,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
201756114,"[0.0, 0.0, 0.0, 0.2751489076885272, 0.0, 0.0, 0.7248510923114728, 0.0]"
201756561,"[0.0, 0.0, 0.0, 0.598948066566707, 0.0, 0.0, 0.0, 0.40105193343329304]"
201756644,"[0.0, 0.0, 0.0, 0.242157060044374, 0.3841646586983136, 0.0, 0.0, 0.3736782812573123]"
201758024,"[0.0, 0.0, 0.0, 0.27722004843070397, 0.0, 0.0, 0.0, 0.722779951569296]"
201758172,"[0.0, 0.3677301422288942, 0.0, 0.07378939704054457, 0.34639022541548664, 0.0, 0.12052838827487287, 0.09156184704020172]"
201760029,"[0.0, 0.33715989970003674, 0.0, 0.11025223941589915, 0.4967427586321691, 0.0, 0.0, 0.05584510225189503]"
201762428,"[0.0, 0.0, 0.0, 0.3845060031246601, 0.0, 0.0, 0.0, 0.61549399687534]"
201762687,"[0.30452181964805775, 0.0, 0.311675299220854, 0.03327049970544777, 0.05078966035922095, 0.0, 0.1483938233477561, 0.1513488977186635]"
201765843,"[0.0, 0.0, 0.0, 0.6376193982506272, 0.0, 0.0, 0.28712410064014116, 0.0752565011092317]"
201768325,"[0.0, 0.5175758388387237, 0.0, 0.18066688389550872, 0.0, 0.0, 0.2574061336094936, 0.04435114365627391]"
201771053,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201772037,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201772445,"[0.0, 0.4311174328215418, 0.0, 0.0, 0.3139288309228365, 0.0, 0.17482723862150312, 0.08012649763411854]"
201772480,"[0.0, 0.0, 0.0, 0.5676409280538252, 0.0, 0.0, 0.33647533341505204, 0.09588373853112281]"
201772698,"[0.0, 0.0, 0.0, 0.34973647834753, 0.0, 0.0, 0.0, 0.6502635216524699]"
201773878,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4242222043684132, 0.5757777956315868]"
201774708,"[0.0, 0.0, 0.0, 0.550135821026365, 0.0, 0.0, 0.0, 0.449864178973635]"
201776837,"[0.41065126440701233, 0.149639861651093, 0.0, 0.16332256488008456, 0.0, 0.0, 0.0, 0.27638630906181016]"
201779512,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201780024,"[0.1777439833785109, 0.29705876299586376, 0.0, 0.10416972406745441, 0.08870091781502176, 0.0, 0.12968987900492038, 0.20263673273822885]"
201782024,"[0.0, 0.0, 0.0, 0.3567811493575519, 0.4562263871619766, 0.0, 0.08877383311024811, 0.09821863037022345]"
201782162,"[0.0, 0.0, 0.0, 0.03230550415078481, 0.0, 0.0, 0.2659349270389301, 0.701759568810285]"
201782384,"[0.3147923270039191, 0.2654762247614717, 0.0, 0.14008382442745987, 0.0, 0.0, 0.27964762380714925, 0.0]"
201783864,"[0.10498321096179923, 0.10679213972964033, 0.0, 0.10971383753892669, 0.4336417721033758, 0.0, 0.15557393819925222, 0.08929510146700564]"
201784129,"[0.0, 0.0, 0.9418521083972557, 0.013480591309571835, 0.0, 0.0, 0.04466730029317238, 0.0]"
201784417,"[0.0, 0.0, 0.0, 0.5954141292314928, 0.0, 0.0, 0.14263619683286746, 0.2619496739356397]"
201785726,"[0.0, 0.0, 0.0, 0.18952603627496029, 0.0, 0.0, 0.0, 0.8104739637250397]"
201786172,"[0.8873762886264811, 0.0, 0.0, 0.05109427053270938, 0.0, 0.0, 0.03316006858553517, 0.028369372255274226]"
201786871,"[0.0, 0.4433020932445593, 0.0, 0.1716356720509492, 0.31410901470029834, 0.0, 0.07095322000419317, 0.0]"
201788323,"[0.8708464531498831, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12915354685011698]"
201789414,"[0.21815619141769968, 0.7157181263672376, 0.0, 0.034585694253885996, 0.0, 0.0, 0.0, 0.03153998796117671]"
201789918,"[0.0, 0.0, 0.0, 0.48783764125036333, 0.0, 0.0, 0.5121623587496367, 0.0]"
201791307,"[0.0, 0.0, 0.0, 0.20266286426369265, 0.23736110200281416, 0.0, 0.14237083429413191, 0.4176051994393612]"
201791518,"[0.0, 0.0, 0.0, 0.061325386921571724, 0.5210726093578489, 0.0, 0.2420838239688906, 0.17551817975168885]"
201792300,"[0.0, 0.0, 0.0, 0.08000630051637778, 0.09844770682906086, 0.5959191154190764, 0.11376592138417045, 0.1118609558513146]"
201792435,"[0.0, 0.0, 0.0, 0.16841316122686967, 0.0, 0.0, 0.20440589072186455, 0.6271809480512658]"
201794519,"[0.0, 0.23940663944325247, 0.0, 0.016283594772305236, 0.23151589098251557, 0.41575627116490543, 0.05229648682010154, 0.044741116816919835]"
201795892,"[0.0, 0.2743290150211518, 0.0, 0.14449997339002293, 0.4397219865350145, 0.0, 0.0, 0.14144902505381077]"
201798825,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201799757,"[0.0, 0.0, 0.0, 0.8254271063714735, 0.0, 0.0, 0.17457289362852654, 0.0]"
201802773,"[0.026994436797395462, 0.5566050320877164, 0.0, 0.025631554130264626, 0.0314867095703752, 0.23606700150184276, 0.0757761197954824, 0.04743914611692317]"
201804476,"[0.0, 0.0, 0.0, 0.2553588085096086, 0.0, 0.0, 0.4061745613622083, 0.33846663012818284]"
201804562,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201806319,"[0.0, 0.0, 0.0, 0.0, 0.1972021789798093, 0.0, 0.8027978210201907, 0.0]"
201807103,"[0.0, 0.30053341117572835, 0.0, 0.41062695869257104, 0.0, 0.0, 0.21185618624399874, 0.07698344388770188]"
201808675,"[0.0, 0.0, 0.0, 0.13343217760350956, 0.0, 0.0, 0.7728107185002557, 0.09375710389623465]"
201810148,"[0.0, 0.0, 0.0, 0.14094316729840858, 0.0, 0.0, 0.0, 0.8590568327015914]"
201814002,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201816597,"[0.0, 0.0, 0.0, 0.23036190961300732, 0.43254466164147115, 0.0, 0.26127304315277966, 0.07582038559274179]"
201816943,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201817126,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201817974,"[0.6609928350437857, 0.0, 0.0, 0.21123379093355127, 0.0, 0.0, 0.1277733740226632, 0.0]"
201818680,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201819582,"[0.0, 0.0, 0.0, 0.21949511606282235, 0.0, 0.0, 0.0, 0.7805048839371777]"
201820118,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201821769,"[0.7975561435025005, 0.0, 0.0, 0.08093317412500431, 0.0, 0.0, 0.0, 0.12151068237249504]"
201822397,"[0.0, 0.2091367869648981, 0.5223334171660388, 0.03600819506224855, 0.05878570234587459, 0.0, 0.0, 0.17373589846094004]"
201822701,"[0.0, 0.0, 0.0, 0.03144580358256888, 0.9685541964174311, 0.0, 0.0, 0.0]"
201823264,"[0.0, 0.0, 0.8046078157431994, 0.09335227324161802, 0.0, 0.0, 0.10203991101518269, 0.0]"
201825686,"[0.0, 0.0, 0.0, 0.6764894310384907, 0.0, 0.0, 0.0, 0.32351056896150937]"
201826046,"[0.0, 0.0, 0.0, 0.5027320449446089, 0.0, 0.0, 0.0, 0.49726795505539123]"
201826885,"[0.37531850384703797, 0.0, 0.0, 0.21802734578155775, 0.29433112967982505, 0.0, 0.0, 0.11232302069157933]"
201827556,"[0.0, 0.0, 0.0, 0.7632514737653667, 0.0, 0.0, 0.0, 0.23674852623463336]"
201829476,"[0.862105068593084, 0.0, 0.0, 0.020369116013535058, 0.0, 0.0, 0.05277548212786764, 0.06475033326551338]"
201829646,"[0.13523741339907994, 0.0, 0.0, 0.6098599173087628, 0.0, 0.0, 0.10579215016185005, 0.1491105191303073]"
201832870,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201832918,"[0.373111028630996, 0.15775909340104674, 0.0, 0.2495725154617328, 0.0, 0.0, 0.0667710874555199, 0.1527862750507046]"
201834149,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201835585,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201836808,"[0.5228679141402361, 0.0, 0.0, 0.075935173956142, 0.0, 0.0, 0.0, 0.4011969119036219]"
201837867,"[0.0, 0.0, 0.0, 0.09174011057682886, 0.16134993218420798, 0.0, 0.6687544056256519, 0.0781555516133112]"
201840121,"[0.0, 0.0, 0.2764857149343384, 0.06649907775887812, 0.14360694159267448, 0.3959555245211283, 0.04306821950282178, 0.07438452169015905]"
201841449,"[0.0, 0.0, 0.0, 0.6172351053509071, 0.0, 0.0, 0.0, 0.3827648946490929]"
201842175,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201843047,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201844403,"[0.37740804737949385, 0.0, 0.0, 0.22197614569424245, 0.0, 0.0, 0.2723828062313137, 0.12823300069494994]"
201844942,"[0.3531737559553607, 0.35925916867365343, 0.0, 0.23988469942338367, 0.0, 0.0, 0.0, 0.04768237594760217]"
201847295,"[0.0, 0.0, 0.0, 0.11318541935489945, 0.0, 0.46864600967899694, 0.28004268396325127, 0.13812588700285242]"
201847913,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201848937,"[0.3226780431210158, 0.0, 0.0, 0.19305606886772975, 0.23024029310042352, 0.0, 0.0, 0.2540255949108311]"
201849968,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201851447,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201851703,"[0.0, 0.0, 0.0, 0.05167323709500578, 0.22461041781036606, 0.0, 0.5909531350461236, 0.13276321004850455]"
201852837,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201854116,"[0.0, 0.0, 0.0, 0.35065606012299666, 0.13158293461643766, 0.0, 0.494695944644207, 0.02306506061635856]"
201857797,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201857919,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201857965,"[0.0, 0.16310361970281095, 0.0, 0.02487384148112009, 0.0, 0.0, 0.0, 0.812022538816069]"
201860798,"[0.2042642886536918, 0.0, 0.45871476352169055, 0.14386893371024972, 0.0, 0.0, 0.10099697641818499, 0.09215503769618295]"
201861059,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201861664,"[0.0, 0.906913121087786, 0.0, 0.09308687891221408, 0.0, 0.0, 0.0, 0.0]"
201862759,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201863075,"[0.09280490563234496, 0.32527928856331745, 0.0, 0.1013407431220732, 0.4277415954388286, 0.0, 0.0, 0.05283346724343581]"
201863110,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201864734,"[0.0, 0.0, 0.0, 0.6779554500460424, 0.0, 0.0, 0.3220445499539577, 0.0]"
201865558,"[0.0, 0.0, 0.0, 0.582914787911303, 0.0, 0.0, 0.2685335624292564, 0.14855164965944065]"
201867067,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201867898,"[0.0, 0.0, 0.0, 0.2484515939629552, 0.0, 0.0, 0.0, 0.7515484060370449]"
201869178,"[0.20164974958197307, 0.0, 0.0, 0.07695442807616897, 0.4531097262012657, 0.0, 0.13528513275184345, 0.13300096338874887]"
201871996,"[0.5830759809790514, 0.0, 0.0, 0.19178251917224498, 0.22514149984870363, 0.0, 0.0, 0.0]"
201872375,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201874833,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201875099,"[0.0, 0.0, 0.0, 0.17266359235894002, 0.2873141166463475, 0.0, 0.38538121479197046, 0.15464107620274203]"
201876011,"[0.0, 0.11409066602531905, 0.0, 0.06333589381337085, 0.19305921276413782, 0.0, 0.5959482361620118, 0.033565991235160596]"
201876554,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201881727,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201882373,"[0.8932324109434385, 0.0, 0.0, 0.10676758905656154, 0.0, 0.0, 0.0, 0.0]"
201883495,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201883786,"[0.0, 0.0, 0.0, 0.1875124561761461, 0.6063454784800562, 0.0, 0.12719008186919942, 0.07895198347459832]"
201887034,"[0.0, 0.0, 0.0, 0.040945700498001454, 0.0, 0.838321596515239, 0.0, 0.12073270298675956]"
201887451,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201888707,"[0.0, 0.0, 0.0, 0.03183655741684047, 0.0, 0.715781156692322, 0.25238228589083744, 0.0]"
201888860,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201889134,"[0.20400959338776362, 0.3952090378410849, 0.0, 0.11610628627247385, 0.0, 0.0, 0.0, 0.2846750824986777]"
201889691,"[0.9656968235916252, 0.0, 0.0, 0.013189777255264306, 0.0, 0.0, 0.0, 0.021113399153110442]"
201891659,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201891890,"[0.0, 0.0, 0.0, 0.04707494773786897, 0.0, 0.8022155834870233, 0.0, 0.15070946877510774]"
201893485,"[0.0, 0.0, 0.0, 0.579784640606614, 0.0, 0.0, 0.0, 0.42021535939338595]"
201893569,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201893713,"[0.8661287094390792, 0.0, 0.0, 0.13387129056092084, 0.0, 0.0, 0.0, 0.0]"
201894176,"[0.0, 0.0, 0.0, 0.0354132099204782, 0.0, 0.0, 0.0, 0.9645867900795217]"
201894365,"[0.0, 0.840491489739935, 0.0, 0.15950851026006496, 0.0, 0.0, 0.0, 0.0]"
201895632,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8382393073058282, 0.16176069269417187]"
201895977,"[0.0, 0.0, 0.0, 0.1350385928314423, 0.0, 0.0, 0.4047247137666718, 0.4602366934018859]"
201896516,"[0.0, 0.0, 0.0, 0.3321768406264533, 0.0, 0.0, 0.3280826283974141, 0.33974053097613255]"
201897563,"[0.0, 0.0, 0.0, 0.13651416216694814, 0.0, 0.0, 0.0, 0.8634858378330519]"
201897740,"[0.0, 0.0, 0.0, 0.22720567921850351, 0.0, 0.0, 0.7727943207814963, 0.0]"
201897801,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201898243,"[0.0, 0.3107563129560985, 0.0, 0.07666071214108353, 0.2085892668672544, 0.0, 0.0, 0.4039937080355635]"
201902496,"[0.08013744585270044, 0.09769851215842809, 0.3151309557154089, 0.07937838997554328, 0.14483187947457934, 0.0, 0.025986282034185106, 0.25683653478915486]"
201904535,"[0.0, 0.0, 0.0, 0.2806081714999582, 0.0, 0.0, 0.7193918285000419, 0.0]"
201904602,"[0.0, 0.0, 0.0, 0.25093512795030537, 0.18324813314344723, 0.0, 0.0, 0.5658167389062474]"
201904842,"[0.0, 0.4621512141205543, 0.0, 0.09214202563145671, 0.18973595161504334, 0.0, 0.07703900016952653, 0.178931808463419]"
201907542,"[0.0, 0.0, 0.0, 0.33175535785077986, 0.0, 0.0, 0.0, 0.6682446421492201]"
201907625,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201907661,"[0.0, 0.0, 0.0, 0.09972094074578405, 0.5349362926412426, 0.0, 0.2327709246745885, 0.13257184193838487]"
201907824,"[0.0, 0.0, 0.0, 0.3584942259303632, 0.40743116513301725, 0.0, 0.0, 0.23407460893661966]"
201910525,"[0.6781503147571634, 0.0, 0.0, 0.24298006140952078, 0.0, 0.0, 0.0, 0.07886962383331586]"
201911315,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201911418,"[0.0, 0.0, 0.0, 0.10544220695835434, 0.0, 0.0, 0.0, 0.8945577930416456]"
201911864,"[0.1682849030323365, 0.1711845609823997, 0.0, 0.20782567645788802, 0.13197187218287035, 0.0, 0.0, 0.3207329873445054]"
201913819,"[0.0, 0.0, 0.0, 0.27027809410786535, 0.14347471623366173, 0.0, 0.5508431717879377, 0.035404017870535154]"
201914226,"[0.0, 0.0, 0.0, 0.2576391314144501, 0.34915443782242, 0.0, 0.0, 0.39320643076313]"
201916568,"[0.3692296277649182, 0.17881865689281312, 0.0, 0.08822582203471921, 0.0, 0.0, 0.17327119277363134, 0.19045470053391808]"
201917453,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
201918205,"[0.0, 0.0, 0.0, 0.05891398533367174, 0.698276223263835, 0.0, 0.0, 0.2428097914024932]"
201918352,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201918840,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201919093,"[0.0, 0.0, 0.0, 0.3698548598494855, 0.0, 0.0, 0.6301451401505145, 0.0]"
201919486,"[0.0, 0.0, 0.0, 0.1891832708141856, 0.0, 0.7720307348563483, 0.0, 0.038785994329466084]"
201919706,"[0.0, 0.0, 0.0, 0.18996938433665514, 0.41545464460916093, 0.0, 0.0, 0.394575971054184]"
201920014,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
201920684,"[0.0, 0.13360062486913246, 0.42928341914741314, 0.17555662160720648, 0.1742948327560947, 0.0, 0.0, 0.08726450162015328]"
201920690,"[0.0, 0.0, 0.0, 0.11539367946140196, 0.3957576574004729, 0.0, 0.25764094428761186, 0.23120771885051336]"
201922843,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201927063,"[0.2836302806039189, 0.0, 0.0, 0.30923842763612225, 0.0, 0.0, 0.0, 0.4071312917599589]"
201927688,"[0.0, 0.0, 0.0, 0.16988735927266277, 0.2632675122309329, 0.0, 0.5668451284964043, 0.0]"
201928993,"[0.0, 0.0, 0.0, 0.6049306846442201, 0.0, 0.0, 0.0, 0.3950693153557799]"
201930613,"[0.0, 0.0, 0.0, 0.07044306506971028, 0.0, 0.9295569349302897, 0.0, 0.0]"
201931026,"[0.0, 0.0, 0.0, 0.8433156375527626, 0.0, 0.0, 0.0, 0.15668436244723738]"
201931121,"[0.31570225000876917, 0.3211420043931233, 0.0, 0.030330078541668994, 0.24757905335094746, 0.0, 0.0, 0.08524661370549116]"
201931135,"[0.0, 0.07420447992403303, 0.0, 0.04994706738813897, 0.14727976024117967, 0.6813653269004607, 0.0, 0.04720336554618759]"
201934904,"[0.0, 0.0, 0.0, 0.24035603273932105, 0.0, 0.0, 0.4360440384541802, 0.3235999288064987]"
201936631,"[0.0, 0.8129550988423067, 0.0, 0.021158877421346617, 0.0, 0.0, 0.0, 0.1658860237363467]"
201936761,"[0.0, 0.0, 0.0, 0.3584405169186698, 0.0, 0.0, 0.38064712017837604, 0.26091236290295416]"
201937094,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201937714,"[0.1116432312791751, 0.0, 0.7779375212850819, 0.016213747217879965, 0.0, 0.0, 0.0, 0.0942055002178631]"
201938295,"[0.30328075983016173, 0.1596317756357693, 0.0, 0.4333603763545239, 0.0, 0.0, 0.06488866077708615, 0.03883842740245884]"
201939822,"[0.4984501255206057, 0.0, 0.0, 0.08992774511844939, 0.0, 0.0, 0.0, 0.4116221293609448]"
201947590,"[0.0, 0.1508846223415938, 0.0, 0.0853378332139434, 0.08046570230094503, 0.4486478618398427, 0.10767883099639562, 0.12698514930727947]"
201947670,"[0.0, 0.0, 0.0, 0.11681846876434655, 0.32949627988301416, 0.0, 0.33252208643249714, 0.22116316492014226]"
201948901,"[0.16971438298667893, 0.37641283311462576, 0.0, 0.08644592164072765, 0.11260234086065338, 0.0, 0.04203371684863015, 0.21279080454868415]"
201953087,"[0.22319297332500504, 0.30872875728502347, 0.0, 0.1452821820385734, 0.0, 0.0, 0.0, 0.32279608735139814]"
201954727,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
201955340,"[0.0, 0.0, 0.0, 0.3166382027729652, 0.0, 0.0, 0.0, 0.6833617972270348]"
201955786,"[0.48328491516194316, 0.3255681498431887, 0.0, 0.02854693385593912, 0.0, 0.0, 0.0, 0.16260000113892897]"
201958523,"[0.418211109490674, 0.2993597416828368, 0.0, 0.06525981692713771, 0.0, 0.0, 0.12126359397642736, 0.09590573792292414]"
201959149,"[0.0, 0.0, 0.0, 0.48690059377935335, 0.0, 0.0, 0.0, 0.5130994062206466]"
